Id,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,Master Post
452859,0,4,"<p>I have multiple set of data to insert at once, say 4 rows. </p>  <p>My table has three columns: <code>Person</code>, <code>Id</code> and <code>Office</code>.</p>  <pre><code>INSERT INTO MyTable VALUES (""John"", 123, ""Lloyds Office""); INSERT INTO MyTable VALUES (""Jane"", 124, ""Lloyds Office""); INSERT INTO MyTable VALUES (""Billy"", 125, ""London Office""); INSERT INTO MyTable VALUES (""Miranda"", 126, ""Bristol Office""); </code></pre>  <p>Can I <code>insert</code> all 4 rows in a single <code>SQL statement</code>?</p> ",2013-08-22 14:30:30.527,12,NULL,2009-01-17 05:55:54.150,218,2018-05-03 11:21:37.267,2018-03-26 06:08:15.760,Jeff Atwood,3876565,0,0,1,1355,<sql><sql-server><tsql><insert>,Inserting multiple rows in a single SQL query?,2125553,2624713
521454,521482,8,"<p>When creating a new xml file, how does one go about structuring the file correctly or the best possible way. By structure, which may not be the best word in this case, I mean how does one choose between making something an element or an attribute of an element.  For example, if I create a Person.xml file which contains a list of Persons, is it better to do something like:</p>  <pre><code>&lt;Person&gt;     &lt;FirstName&gt;John&lt;/FirstName&gt;     &lt;LastName&gt;Doe&lt;/LastName&gt;     &lt;Age&gt;23&lt;/Age&gt; &lt;/Person&gt; </code></pre>  <p>or is it better to do something like this or does it even matter?</p>  <pre><code>&lt;Person FirstName=""John"" LastName=""Doe"" Age=""23""&gt;&lt;/Person&gt; </code></pre> ",2016-03-21 22:53:29.303,0,2009-02-06 18:16:46.523,2009-02-06 18:08:20.987,0,2016-03-21 22:55:10.593,2016-03-21 22:55:10.593,Gortok,290085,33690,0,1,7,<xml>,How should you structure your xml file?,6449,33746
521502,521510,3,"<p>I want to avoid calling a lot of <code>isinstance()</code> functions, so I'm looking for a way to get the concrete class name for an instance variable as a string.</p>  <p>Any ideas?</p> ",2014-10-09 13:12:48.607,1,NULL,2009-02-06 18:18:09.877,12,2012-10-10 11:03:02.720,2012-10-10 11:03:02.720,S.Lott,589206,7305,0,1,80,<python>,How to get the concrete class name as a string?,64710,510972
452917,0,1,"<p>Has anyone been able to do this?</p> ",2009-01-17 09:24:45.000,1,NULL,2009-01-17 06:45:05.847,1,2009-01-17 07:39:56.420,NULL,NULL,0,56123,0,1,4,<.net><javascript><v8>,Google's V8 Javascript Engine in .Net?,9520,172753
521674,521688,9,"<p>Right now I am using a list, and was expecting something like:</p>  <pre><code>verts = list (1000) </code></pre>  <p>Should I use array instead?</p> ",2016-10-08 12:21:37.033,7,NULL,2009-02-06 18:58:53.443,39,2018-08-26 11:15:47.527,2011-10-28 22:46:57.863,NULL,142162,51816,0,1,196,<python><arrays><list>,Initializing a list to a known number of elements in Python,440250,10712002
521687,0,10,"<p>Is there a C# equivalent of Python's <code>enumerate()</code> and Ruby's <code>each_with_index</code>?</p> ",2013-09-20 21:02:32.523,3,NULL,2009-02-06 19:01:31.660,40,2016-11-18 23:10:25.410,2016-07-12 01:18:18.287,NULL,369,53607,0,1,133,<c#><foreach>,foreach with index,157482,43021
452917,0,1,"<p>Has anyone been able to do this?</p> ",2009-01-17 09:24:45.000,1,NULL,2009-01-17 06:45:05.847,1,2009-01-17 07:39:56.420,NULL,NULL,0,56123,0,1,4,<.net><javascript><v8>,Google's V8 Javascript Engine in .Net?,9520,356948
453186,453197,5,"<p>In JavaScript the % operator seems to behave in a very weird manner. I tried the following:</p>  <pre><code>&gt;&gt;&gt; (0 - 11) % 12 -11 </code></pre>  <p>Why does it return -11 instead of 1 (as in Python)?</p>  <p>I am sure I am doing or expecting something wrong, but the docs don't tell me what.</p> ",2014-04-16 08:53:45.653,0,2009-01-17 11:47:07.547,2009-01-17 11:47:07.547,1,2014-04-16 12:51:32.187,NULL,NULL,0,8024,0,1,3,<javascript><modulo>,What is the correct way to use the modulus (%) operator in JavaScript?,5222,4467539
426048,426074,2,"<p>I'm looking to learn Windows PowerShell. Can someone give me some really good references on where to start?</p> ",2009-01-08 21:40:58.000,2,NULL,2009-01-08 21:30:43.530,4,2009-01-08 21:42:55.130,NULL,NULL,0,17744,0,1,6,<powershell>,What are the best resources for learning Windows PowerShell?,1874,33559
523871,523913,19,"<p>What is the best way to concatenate a list of String objects? I am thinking of doing this way:</p>  <pre><code>List&lt;String&gt; sList = new ArrayList&lt;String&gt;();  // add elements  if (sList != null) {     String listString = sList.toString();     listString = listString.subString(1, listString.length() - 1); } </code></pre>  <p>I somehow found this to be neater than using the StringBuilder/StringBuffer approach.</p>  <p>Any thoughts/comments?</p> ",2016-12-13 23:05:13.403,0,NULL,2009-02-07 14:51:23.583,18,2017-10-17 22:37:12.813,2016-09-13 18:39:34.047,NULL,56708,4406,0,1,112,<java><string><list>,Best way to concatenate List of String objects?,170281,1751844
426182,426200,5,"<p>I've read a couple of blog post mentioning that for public APIs we should always return ICollection (or IEnumerable) instead of List. What is the real advantage of returning ICollection instead of a List?</p>  <p>Thanks!</p>  <p>Duplicate: <a href=""https://stackoverflow.com/questions/398903/what-is-the-difference-between-list-of-t-and-collectionof-t"">What is the difference between List (of T) and Collection(of T)?</a></p> ",2009-01-08 22:07:40.000,1,NULL,2009-01-08 21:59:55.890,2,2012-05-10 12:26:19.450,2017-05-23 12:10:45.147,NULL,-1,42024,0,1,14,<c#><.net><ienumerable><icollection>,What is the real advantage of returning ICollection<T> instead of a List<T>?,12134,271710
426182,426200,5,"<p>I've read a couple of blog post mentioning that for public APIs we should always return ICollection (or IEnumerable) instead of List. What is the real advantage of returning ICollection instead of a List?</p>  <p>Thanks!</p>  <p>Duplicate: <a href=""https://stackoverflow.com/questions/398903/what-is-the-difference-between-list-of-t-and-collectionof-t"">What is the difference between List (of T) and Collection(of T)?</a></p> ",2009-01-08 22:07:40.000,1,NULL,2009-01-08 21:59:55.890,2,2012-05-10 12:26:19.450,2017-05-23 12:10:45.147,NULL,-1,42024,0,1,14,<c#><.net><ienumerable><icollection>,What is the real advantage of returning ICollection<T> instead of a List<T>?,12134,398903
525490,0,0,"<p>I have hidden input type=file field, and i want to open its select dialog with javascript. I tried to fire click event on this element, but without luck.</p>  <p>Im using mootools.</p>  <pre><code>$('input_id').fireEvent('click'); </code></pre>  <p>This is possible at all?</p> ",2013-12-30 03:04:01.577,0,NULL,2009-02-08 10:15:21.660,0,2009-02-08 10:19:12.837,NULL,NULL,0,20955,0,1,1,<javascript><mootools>,open file select dialog with javascript,7874,210643
526125,526131,3,"<p>Here is the dictionary I have</p>  <pre><code>propertyList = {     ""id"":           ""int"",     ""name"":         ""char(40)"",      ""team"":         ""int"",     ""realOwner"":    ""int"",      ""x"":            ""int"",     ""y"":            ""int"",      ""description"":  ""char(255)"",      ""port"":         ""bool"",     ""secret"":       ""bool"",     ""dead"":         ""bool"",     ""nomadic"":      ""bool"",      ""population"":   ""int"",     ""slaves"":       ""int"", } </code></pre>  <p>But when I print it out with ""\n"".join(myDict) I get this</p>  <pre><code>name nomadic dead port realOwner secret slaves team y x population id description </code></pre>  <p>I know that a dictionary is unordered but it comes out the same every time and I've no idea why.</p> ",2015-02-02 15:53:31.207,6,NULL,2009-02-08 18:03:46.660,7,2014-12-28 15:22:07.557,NULL,NULL,0,1384652,0,1,42,<python><dictionary>,Why is python ordering my dictionary like so?,41359,15479928
526406,526450,5,"<p>Following on from my previous question, <em><a href=""https://stackoverflow.com/questions/508727/python-time-to-age"">Python time to age</a></em>, I have now come across a problem regarding the timezone, and it turns out that it's not always going to be ""+0200"". So when strptime tries to parse it as such, it throws up an exception.</p>  <p>I thought about just chopping off the +0200 with [:-6] or whatever, but is there a real way to do this with strptime?</p>  <p>I am using Python 2.5.2 if it matters.</p>  <pre><code>&gt;&gt;&gt; from datetime import datetime &gt;&gt;&gt; fmt = ""%a, %d %b %Y %H:%M:%S +0200"" &gt;&gt;&gt; datetime.strptime(""Tue, 22 Jul 2008 08:17:41 +0200"", fmt) datetime.datetime(2008, 7, 22, 8, 17, 41) &gt;&gt;&gt; datetime.strptime(""Tue, 22 Jul 2008 08:17:41 +0300"", fmt) Traceback (most recent call last):   File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;   File ""/usr/lib/python2.5/_strptime.py"", line 330, in strptime     (data_string, format)) ValueError: time data did not match format:  data=Tue, 22 Jul 2008 08:17:41 +0300  fmt=%a, %d %b %Y %H:%M:%S +0200 </code></pre> ",2014-08-21 13:04:18.163,0,NULL,2009-02-08 21:12:03.847,11,2017-06-04 11:16:30.267,2017-06-04 11:15:58.410,NULL,63550,32933,0,1,22,<python><datetime><timezone>,"Python time to age, part 2: timezones",16478,508727
454921,454928,0,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/129178/difference-between-int-array-and-int-array"">Difference between int[] array and int array[]</a>  </p> </blockquote>    <p>I've wondered for a long time whether or not there is a difference between the following:</p>  <pre><code>int[] myArray; </code></pre>  <p>and,</p>  <pre><code>int myArray[]; </code></pre> ",2010-10-24 13:06:41.033,0,NULL,2009-01-18 10:22:52.177,0,2009-01-18 10:30:50.930,2017-05-23 11:49:26.567,NULL,-1,49701,0,1,0,<java><arrays>,"Difference between ""int[] myArray"" and ""int myArray[]"" in Java",680,129178
527933,0,1,"<p>I want to display an semi-transparent always-on-top window with some information, but I do not want this window to take input or receive focus. All mouse-clicks should go to the underlaying window.</p>  <p>I remember seeing this in a shell-replacement application years back, but I can't remeber witch.</p>  <p>Any Ideas how to achieve this effect with delphi or c#?</p>  <p>Update:</p>  <p>I can't quite get the proposed solution to work with delphi. Returning HTTRANSPARENT for the NCHITTEST-message will stop all mousemessages reaching the form, but it want pass it down to the next window in z-order. Is this method ment to work across processes, or is it only ment to work on childelements of a spesific window?</p>  <p>If I set the ExStyle flag WS_EX_TRANSPARENT, though, all mouseclicks will travel through into the next window, but I will not get the NCHITTEST-message at all, and will not be able to control where the windows should be click-through or not...</p> ",2013-04-02 08:05:37.557,0,NULL,2009-02-09 12:23:35.840,0,2018-02-07 01:38:14.057,2018-02-07 01:38:14.057,Vegar,64046,11956,0,1,3,<c#><delphi><always-on-top>,How to make a click- and see-through 'always on top'-window,2789,112224
528208,528220,1,"<p>Does anyone have a technique that will allow me to determine which element has focus after a blur event? I have an input field which I'd like to reset on blur <em>unless</em> the blur was caused by the user clicking the ""save"" button. I'd love to just set a flag in the save button's onclick function, but that would fire too late (unless click events always fire before blur events, which I doubt.)</p> ",2013-04-23 17:37:16.130,1,NULL,2009-02-09 13:52:53.067,0,2014-01-07 10:49:59.827,2014-01-07 10:49:59.827,NULL,759866,44683,0,1,7,<javascript><javascript-events>,javascript blur event -- is there any way to detect which element now has focus?,7805,121499
409794,0,6,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/117171/design-by-contract-tests-by-assert-or-by-exception"">design by contract tests by assert or by exception?</a>  </p> </blockquote>    <p>Is there a rule of thumb to follow when deciding to use exceptions instead of asserts (or vice versa). Right now I do only throw if its something I think will happen during runtime on the user side (like a socket or file error). Almost everything else I use asserts.</p>  <p>Also, if I were to throw an assert, what is a nice standard object to throw? IIRC there is std::logic_error but that is not a good object to throw? what would I throw for a missing file or unexpected input (such as from the command line instead of a frontend app)?</p> ",2011-08-31 04:43:33.610,1,NULL,2009-01-03 20:43:35.033,12,2017-07-27 09:54:39.027,2017-05-23 11:54:29.097,Gamecat,-1,0,0,1,38,<c++><exception><throw>,Exception vs Assert?,32612,117171
529785,0,3,"<pre><code>projectEuler3(600851475143);  var projectEuler3 = function (composite) {     var result = 2;     while(composite &gt; 1)     {         if (composite % result)         {             result++         } else {             composite = composite / result;             console.log(result);         }     } }; </code></pre> ",2014-07-30 12:23:27.840,3,NULL,2009-02-09 20:30:52.300,0,2015-01-22 16:10:41.673,2015-01-22 16:10:41.673,Jeff Atwood,2555451,64275,0,1,-5,<javascript><recursion>,Changing a function from iterative to recursive?,1195,7065120
529816,0,5,"<p>Is Linq + NHibernate production ready? I hear many folks using it in production code but it is still officialy 'Alpha'. It has been a long time, however, so what's your experience?</p> ",2016-01-10 21:36:46.693,2,NULL,2009-02-09 20:36:24.767,1,2016-04-27 09:52:32.517,2009-12-26 03:16:26.910,Drew Noakes,30280,64317,0,1,14,<c#><.net><linq><nhibernate>,Linq + NHibernate: is it production ready?,1750,1962366
529951,0,3,"<p>I am working on machine with XP Dutch version installed on it. Visual studio 2005 is installed in English. I'm having the annoying problem while debugging that all .NET Framework exception message appear in Dutch, which make them really worthless. I tried to change this to English by setting the regional settings in the control panel to US English and then reinstalling the .NET Framework 2.0 (English version) but apparently this did not solve the problem. Does anyone have an idea?</p>  <hr>  <p>I think my question was missunderstood, I don't want to change the current culture of the thread. The problem i'm having is when you are debugging and stepping through the code when suddenly one of those exception windows appears with the exception-message in it. This exception message appears in Dutch and I would like it to appear English. I hope this clarifies the question.</p> ",2013-07-25 03:07:16.257,0,NULL,2009-02-09 21:04:54.917,13,2012-11-21 15:24:34.517,2012-11-21 15:24:34.517,sixlettervariables,106224,59503,0,1,51,<c#><visual-studio-2005>,How to change Visual Studio exception message language to English while debugging,34065,209133
457338,457351,4,"<pre><code>public class WrapperTest {     static {         print(10);     }      static void print(int x) {         System.out.println(x);         System.exit(0);     } } </code></pre>  <p>In the above code <code>System.exit(0)</code> is used to stop the program. What argument does that method take? Why do we gave it as <code>0</code>. Can anyone explain the concept?</p> ",2017-07-15 09:01:44.540,0,NULL,2009-01-19 11:37:18.323,3,2015-10-10 08:34:00.483,2012-01-28 11:34:36.737,Peter,843804,40933,0,1,11,<java><exit-code>,Use of System.exit(0),63428,2434592
475938,0,0,"<p>What is the difference between web application and website in asp.net?<br> and if it have a difference which best from all sides?</p> ",2014-11-29 05:50:13.153,0,NULL,2009-01-24 12:11:52.557,0,2014-11-29 05:35:11.037,2013-02-16 16:08:33.350,ecleel,76337,36446,0,1,28,<asp.net><web-applications><website>,What is the difference between web application and website in asp.net?,26996,398037
476070,0,2,"<p>Of course both F# and C# compile to IL and the CLR JITter does most of the hard work, however I wanted to know whether there's anything implicit in the F# language or its core libraries which result in lesser performance compared to C#?</p>  <p>Additionally, is there anything in the use of functional programming in the .net framework that might make it slower compared to C#?</p>  <p>I am going to sit down and <em>measure</em> differences of course, as that really is the only real way to know for sure, however I just wondered whether anybody had any broad-stroke knowledge on this topic.</p>  <h1>See Also</h1>  <ul> <li><a href=""https://stackoverflow.com/questions/144227/c-f-performance-comparison"">C# / F# Performance comparison</a></li> <li><a href=""https://stackoverflow.com/questions/142985/is-a-program-f-any-more-efficient-execution-wise-than-c"">Is a program F# any more efficient (execution-wise) than C#?</a></li> </ul> ",2009-01-24 14:52:18.000,5,NULL,2009-01-24 14:12:41.580,1,2009-01-24 14:57:43.173,2017-05-23 11:55:45.517,Thomas Owens,-1,3394,0,1,4,<c#><performance><f#>,How well does F# perform compared to C#?,2449,142985
476070,0,2,"<p>Of course both F# and C# compile to IL and the CLR JITter does most of the hard work, however I wanted to know whether there's anything implicit in the F# language or its core libraries which result in lesser performance compared to C#?</p>  <p>Additionally, is there anything in the use of functional programming in the .net framework that might make it slower compared to C#?</p>  <p>I am going to sit down and <em>measure</em> differences of course, as that really is the only real way to know for sure, however I just wondered whether anybody had any broad-stroke knowledge on this topic.</p>  <h1>See Also</h1>  <ul> <li><a href=""https://stackoverflow.com/questions/144227/c-f-performance-comparison"">C# / F# Performance comparison</a></li> <li><a href=""https://stackoverflow.com/questions/142985/is-a-program-f-any-more-efficient-execution-wise-than-c"">Is a program F# any more efficient (execution-wise) than C#?</a></li> </ul> ",2009-01-24 14:52:18.000,5,NULL,2009-01-24 14:12:41.580,1,2009-01-24 14:57:43.173,2017-05-23 11:55:45.517,Thomas Owens,-1,3394,0,1,4,<c#><performance><f#>,How well does F# perform compared to C#?,2449,144227
476993,477003,6,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/126611/net-windows-application-can-it-be-compressed-into-a-single-exe"">.NET windows application, can it be compressed into a single .exe?</a>  </p> </blockquote>    <p>To run my App I need <code>AxInterop.WMPLib.dll</code> and <code>Interop.WMPLib.dll</code> that are located in Debug and Release folder. Is there any way to include those dlls into exe so my app is available in one file only?</p> ",2012-05-24 21:05:26.383,1,NULL,2009-01-25 00:55:07.447,7,2012-05-13 23:28:16.330,2017-05-23 12:14:40.520,NULL,-1,30453,0,1,11,<visual-studio><dll><include><release><exec>,Can I include dll in exe (in Visual Studio)?,32612,126611
533412,0,4,"<p>I have a test project for a solution which involves an MVC web application and several class libraries. I am using mock objects and System.Web.Abstractions to avoid dependencies on ASP.NET intrinsic objects. But when I start my test project Cassini loads. If I immediately stop cassini all my tests still pass. So why does it load? It's not that it's a problem that it's loading. But if I'm doing everything right it seems like it shouldn't load. So what causes it to load when I run my tests?</p>  <p>A lot of changes are being made to the project and I haven't been working on it directly for a few days so I don't know exactly when Cassini started running.</p> ",2013-03-10 13:31:23.347,0,NULL,2009-02-10 17:47:35.920,0,2011-11-22 16:06:02.023,NULL,NULL,0,64690,0,1,2,<tdd><cassini>,What causes Cassini to load when I run a unit test,365,16363
477794,477813,1,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/191536/converting-xml-to-json-using-python"">Converting XML to JSON using Python?</a>  </p> </blockquote>    <p>I am importing an XML feed and trying to convert it to JSON for output. I'm getting this error:  </p>  <p><code>TypeError: &lt;xml.dom.minidom.Document instance at 0x72787d8&gt; is not JSON serializable</code></p>  <p>Unfortunately I know next to nothing about Python. I'm developing this on the Google App Engine. I could use some help, because my little 2 hour hack that was going so well is now on its 3rd day.</p>  <p>XML data:</p>  <pre><code>&lt;?xml version=""1.0"" ?&gt;&lt;eveapi version=""2""&gt;   &lt;currentTime&gt;2009-01-25 15:03:27&lt;/currentTime&gt;   &lt;result&gt;     &lt;rowset columns=""name,characterID,corporationName,corporationID"" key=""characterID"" name=""characters""&gt;       &lt;row characterID=""999999"" corporationID=""999999"" corporationName=""filler data"" name=""someName""/&gt;     &lt;/rowset&gt;   &lt;/result&gt;   &lt;cachedUntil&gt;2009-01-25 15:04:55&lt;/cachedUntil&gt;  &lt;/eveapi&gt; </code></pre>  <p>My code:</p>  <pre><code>class doproxy(webapp.RequestHandler): def get(self):     apiurl = 'http://api.eve-online.com'      path = self.request.get('path');     type = self.request.get('type');     args = '&amp;'+self.request.get('args');      #assemble api url     url = apiurl+path      #do GET request          if type == 'get':         result = urlfetch.fetch(url,'','get');      #do POST request     if type == 'post':         result = urlfetch.fetch(url,args,'post');         if result.status_code == 200:                        dom = minidom.parseString( result.content ) #.encode( ""utf-8"" ) )         dom2json = simplejson.dump(dom,""utf-8"") </code></pre> ",2012-10-15 18:42:02.957,6,NULL,2009-01-25 15:06:33.770,1,2009-01-25 17:58:32.737,2017-05-23 12:11:30.797,Triptych,-1,68788,0,1,-1,<python><xml><json>,How to convert XML to JSON in Python,2828,191536
479343,0,4,"<p>How can I build a recursive function in python?</p> ",2015-05-24 03:57:58.203,2,NULL,2009-01-26 10:24:54.010,21,2015-02-03 22:21:03.700,2012-09-25 17:45:27.180,S.Lott,20570,0,0,1,41,<python><recursion>,How can I build a recursive function in python?,163290,30214531
534375,534383,8,"<p>When you pass a collection like list, array to another function in python, does it make a copy of it, or is it just a pointer?</p> ",2013-05-10 17:00:10.700,3,NULL,2009-02-10 21:51:43.760,40,2018-07-31 08:02:29.360,NULL,NULL,0,51816,0,1,49,<python><pass-by-reference><pass-by-value>,Passing values in Python,68822,986006
536228,0,10,"<p><code>getRealPath()</code> is returning the actual path in the local system, but returns null when deployed with a <code>.war</code> file.</p>  <pre><code>&lt;%@ page import=""java.io.*"" %&gt; &lt;%@ page contentType=""text/html;charset=ISO-8859-1"" %&gt;  &lt;% int iLf = 10; char cLf = (char)iLf; String a= application.getResource(""/""); //String myfile = application.getRealPath(""/"")+ ""generate.xml""; //String myfile = request.getContextPath()+""generate.xml""; //String myfile = request.getRealPath(""/"")+""generate.xml"";  out.println(myfile);     File outputFile = new File(myfile); outputFile.createNewFile(); FileWriter outfile = new FileWriter(outputFile); outfile.write("" &lt;?xml version='1.0' encoding='UTF-8'?&gt; ""+cLf); outfile.write("" &lt;playlist version='1' xmlns = 'http://xspf.org/ns/0/' &gt; "" +cLf); outfile.write("" &lt;title&gt;My Band Rocks Your Socks&lt;/title&gt; ""+cLf);  outfile.write(""&lt;trackList&gt;""+cLf);  %&gt;  &lt;%! String[] sports; %&gt;  &lt;%     sports = request.getParameterValues(""sports"");      out.println(""&lt;html&gt;&lt;body&gt;&lt;h1&gt;hello&lt;/h1&gt;&lt;/body&gt;&lt;/html&gt;"");      if (sports != null)     {           for (int i = 0; i &lt; sports.length; i++)          {                // outfile.writeln (sports[i]);                String total=sports[i];               String[] sa=total.split(""[,]"");               // String[] sub=new String();               outfile.write(""&lt;track&gt;""+cLf);               for (int j=0;j&lt;sa.length;j++)               {                 // outfile.writeln(sa[j]);                 // outfile.writeln(""sa[""+j+""]=""+sa[j]);                 if( j == 0)                 {                      outfile.write(""&lt;location&gt;"" + sa[0] +""&lt;/location&gt;""+cLf);                  }                 else if (j == 1)                      {                         outfile.write(""&lt;image&gt;"" + sa[1] +""&lt;/image&gt;""+cLf);                       }                      else if( j==2)                           {                             outfile.write(""&lt;title&gt;"" + sa[2] +""&lt;/title&gt;""+cLf);                           }                 }// end of inner for loop()                       outfile.write(""&lt;/track&gt;""+cLf);          //outfile.writeln();       }// end of outer for()     }      //else outfile.writeln (""&lt;b&gt;none&lt;b&gt;"");    outfile.write("" &lt;/trackList&gt; ""+cLf);   outfile.write("" &lt;/playlist&gt; ""+cLf);   outfile.close();    %&gt; &lt;object type=""application/x-shockwave-flash"" width=""400"" height=""170""           data=""xspf_player.swf?playlist_url=generate.xml""&gt;           &lt;param name=""movie"" value=""xspf_player.swf?playlist_url=generate.xml"" /&gt;  &lt;/object&gt; </code></pre>  <p>Can anyone provide me with an alternative for this? It would be very helpful if you showed some sample code too.</p> ",2018-07-30 01:16:27.893,2,NULL,2009-02-11 10:21:14.300,5,2017-12-14 11:22:42.543,2009-02-12 09:38:52.520,gs,24587,59649,0,1,27,<java><xml><jsp><java-ee>,Why does getRealPath() return null when deployed with a .war file?,51699,12160639
482202,0,0,"<p>Are there any performance benefits to using single quotes instead of double quotes in php?</p>  <p>In other words, would there be a performance benefit of:</p>  <pre><code>$foo = 'Test'; </code></pre>  <p>versus</p>  <pre><code>$foo = ""Test""; </code></pre> ",2013-05-08 15:34:25.927,0,NULL,2009-01-27 02:53:07.867,0,2013-04-20 21:43:56.183,2012-03-15 00:06:01.917,Pax,246246,46782,0,1,57,<php><performance>,Is there a performance benefit single quote vs double quote in php?,14690,13620
483741,483858,5,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/497094/how-do-i-find-out-which-dom-element-has-the-focus"">How do I find out which DOM element has the focus?</a>  </p> </blockquote>    <p>Is there a way in javascript to determine which html page element has focus?</p> ",2012-11-14 12:51:02.697,1,NULL,2009-01-27 15:03:30.030,17,2013-05-03 07:56:58.860,2017-05-23 10:29:29.537,NULL,-1,47036,0,1,63,<javascript><html>,How to determine which html page element has focus?,53264,497094
541635,541747,3,"<p>Ex : I want something like abc.hyd.mycompany.com. My requirement is to parse this name and initialize appropriate service.</p>  <pre><code>using System.Net;  Dns.GetHostName() // doesn't return fully qualified name it just gives ""abc""  </code></pre> ",2017-08-02 00:11:45.380,0,NULL,2009-02-12 14:59:42.763,6,2014-12-07 00:48:58.863,2014-12-07 00:48:58.863,NULL,509627,21246,0,1,29,<c#><environment-variables>,How do I find the fully qualified hostname of my machine in C#?,19137,804700
485086,485109,5,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/127188/could-you-explain-sta-and-mta"">Could you explain STA and MTA?</a>  </p> </blockquote>    <blockquote>   <p>All ThreadPool threads are in the   multithreaded apartment.</p> </blockquote>  <p>--As per the MSDN</p>  <p>What does that mean? I am really concerned with what the difference between the multi vs single threaded apartment model is. Or what does the apartment model mean? I have read the MSDN on it, and it doesn't really make sense to me. I think I may have an idea, but I was thinking someone on here could explain it in plain English.</p>  <p>Thanks, Anthony D</p>  <p><strong>Update 1</strong></p>  <p>Found this <a href=""https://stackoverflow.com/questions/127188/could-you-explain-sta-and-mta"">Could you explain STA and MTA?</a></p>  <p>Can anyone be more descriptive?</p>  <p><strong>Update 2</strong></p>  <p>I am also looking for an answer about how this applies to the thread pool, and what I need to watch out for because of this.</p> ",2012-05-24 20:53:02.520,1,NULL,2009-01-27 20:27:41.420,11,2009-01-28 18:26:02.087,2017-05-23 12:10:04.623,NULL,-1,52622,0,1,36,<c#><.net><multithreading><apartments>,Single-Threaded Apartments vs Multi-Threaded Apartments,42328,127188
487509,487565,4,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/3446170/escape-string-for-use-in-javascript-regex"">Escape string for use in Javascript regex</a>  </p> </blockquote>    <p>I have a msg like this:</p>  <blockquote>   <p><strong>Max {0} chars allowed in {1}</strong></p> </blockquote>  <p>And I have a function to create a message using the arguments passed as</p>  <pre><code>for(var i = 0; i &lt; agrs.length; i++){     reg = new RegExp('\{'+i+'\}', 'gi');     key = key.replace(reg,agrs[i]) } </code></pre>  <p>The problem is that it's not able to take the param <code>i</code> to create the reg exp.</p>  <p>What's the way to achieve this?</p> ",2012-03-02 17:38:27.537,2,NULL,2009-01-28 12:52:16.050,6,2014-10-25 21:21:39.933,2017-05-23 11:54:31.720,PEZ,-1,11614,0,1,42,<javascript><regex>,passing variable to a regexp in javascript,44036,3446170
487675,0,6,"<p>I'm running a small web application with SQL server express (2005) as backend. I can create a backup with a SQL script, however, I'd like to schedule this on a  daily basis. As extra option (should-have) I'd like to keep only the last X backups (for space-saving reasons obviously) Any pointers?</p>  <p>[edit] SQL server agent is unavailable in SQL server express...</p> ",2017-04-07 08:47:20.960,1,NULL,2009-01-28 13:51:01.580,38,2017-03-27 06:56:09.827,2010-03-06 04:55:00.240,Edoode,164901,6399,0,1,60,<backup><sql-server-express><scheduled-tasks>,How can I schedule a daily backup with SQL Server Express?,215926,493886
465627,465682,6,"<p>I've read on articles and books that the use of <code>String s = new String(""..."");</code> should be avoided pretty much all the time.  I understand why that is, but is there any use for using the String(String) constructor whatsoever?  I don't think there is, and don't see any evidence otherwise, but I'm wondering if anyone in the SO commmunity knows of a use.</p>  <hr>  <p><strong>Exact Duplicate:</strong> <a href=""https://stackoverflow.com/questions/390703/what-is-the-purpose-of-the-expression-new-string-in-java"">What is the purpose of the expression new string in java?</a></p> ",2009-01-21 15:41:38.000,0,NULL,2009-01-21 14:56:04.567,9,2015-01-18 01:28:09.877,2017-05-23 12:18:03.733,Simucal,-1,1459442,0,1,10,<java><string><coding-style>,Use of the String(String) constructor in Java,31693,390703
